Rank	Name	Computer	Site	Manufacturer	Country	Total Cores	Rmax [TFlop/s]	Rpeak [TFlop/s]	Nmax	Processor	Operating System	OS Family	Accelerator/Co-Processor	Cores per Socket	Processor Generation	Continent
349	SSC-21 Scalable Module	Apollo 6500 Gen10 plus, AMD  EPYC 7543 32C 2.8GHz, NVIDIA A100 80GB​, Infiniband HDR200	Samsung Electronics	HPE	South Korea	16,704	2,274.10	2,597.82	1,190,000	AMD  EPYC 7543 32C 2.8GHz	RHEL 8.3	Linux	NVIDIA A100 80GB​	32	AMD Milan	Asia
350	Cumulus	PowerEdge C6420/C6320, Intel Xeon Phi 7210/Xeon Gold 6142F 16C 2.6GHz, Intel Omni-Path	University of Cambridge	DELL EMC	United Kingdom	50,176	2,271.38	2,688.00	3,928,320	Xeon Gold 6142F 16C 2.6GHz	Scientific Linux	Linux	None	16	Xeon Gold	Europe
351	CEA-HFi	BullSequana XH2000, AMD EPYC 7763 64C 2.45GHz, Atos BXI V2	Commissariat a l'Energie Atomique (CEA)	Atos	France	73,728	2,262.00	2,890.14	3,538,944	AMD EPYC 7763 64C 2.45GHz	Linux	Linux	None	64	AMD Milan	Europe
352	MTS GROM	NVIDIA DGX A100, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100 40GB, Infiniband	#CloudMTS	Nvidia	Russia	19,840	2,258.00	3,011.84	915,840	AMD EPYC 7742 64C 2.25GHz	Ubuntu 20.04.1 LTS	Linux	NVIDIA A100 40GB	64	AMD Rome	Europe
353	Tethys	NVIDIA DGX A100 Liquid Cooled Prototype, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100 80GB​, Infiniband HDR	NVIDIA Corporation	Nvidia	United States	19,840	2,255.00	2,680.00	1,265,664	AMD EPYC 7742 64C 2.25GHz	Ubuntu 20.04.1 LTS	Linux	NVIDIA A100 80GB​	64	AMD Rome	North America
354	Makman-2	Dell PowerEdge R630, Xeon E5-2680v3 12C 2.5GHz, Infiniband QDR	Saudi Aramco	DELL EMC	Saudi Arabia	76,032	2,249.68	3,041.28	4,460,544	Xeon E5-2680v3 12C 2.5GHz	Redhat Enterprise Linux 6.5	Linux	None	12	Intel Xeon E5 (Haswell)	Asia
355	G1	Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	54,000	2,242.94	4,320.00	5,091,072	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold	Asia
356		ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet	Service Provider T	Lenovo	China	57,600	2,241.88	4,608.00	4,800,000	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
357		Sugon TC6000, Xeon Gold 6130 16C 2.1GHz, 25G Ethernet	Internet Company	Sugon	China	67,200	2,192.00	4,515.84	5,097,000	Xeon Gold 6130 16C 2.1GHz	CentOS	Linux	None	16	Xeon Gold	Asia
358		Inspur NF5468M5, Xeon Gold 6248 20C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet	Bank G	Inspur	China	50,400	2,189.00	4,816.00	1,387,000	Xeon Gold 6248 20C 2.5GHz	Linux	Linux	NVIDIA Tesla V100	20	Xeon Gold 62xx (Cascade Lake)	Asia
359	MN-3	MN-Core Server, Xeon Platinum 8260M 24C 2.4GHz, Preferred Networks MN-Core, MN-Core DirectConnect	Preferred Networks	Preferred Networks	Japan	1,664	2,179.60	3,347.58	720,896	Xeon Platinum 8260M 24C 2.4GHz	Ubuntu	Linux	Preferred Networks MN-Core	24	Xeon Platinum 82xx (Cascade Lake)	Asia
360	B4A	ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet	Software Company MGER	Lenovo	Germany	49,280	2,166.79	4,257.79	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	Europe
361		ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	49,280	2,166.79	4,257.79	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	North America
362		ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	49,280	2,166.79	4,257.79	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	North America
363	H1	Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	52,000	2,166.52	4,160.00	4,995,840	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold	Asia
364		Inspur NF5468M5, Xeon Gold 6146 12C 3.2GHz, NVIDIA Tesla V100, Infiniband EDR	Internet Service (S)	Inspur	China	49,800	2,164.00	4,423.68	1,436,000	Xeon Gold 6146 12C 3.2GHz	Linux	Linux	NVIDIA Tesla V100	12	Xeon Gold	Asia
365		Inspur NF5468M5, Xeon Gold 6146 12C 3.2GHz, NVIDIA Tesla V100, Infiniband EDR	Internet Service (S)	Inspur	China	49,800	2,164.00	4,423.68	1,436,000	Xeon Gold 6146 12C 3.2GHz	Linux	Linux	NVIDIA Tesla V100	12	Xeon Gold	Asia
366		Inspur NF5468M5, Xeon Gold 6146 12C 3.2GHz, NVIDIA Tesla V100, Infiniband EDR	Internet Service (S)	Inspur	China	49,800	2,164.00	4,423.68	1,436,000	Xeon Gold 6146 12C 3.2GHz	Linux	Linux	NVIDIA Tesla V100	12	Xeon Gold	Asia
367		ThinkSystem HR630X, Xeon Silver 4110 8C 2.1GHz, 10G Ethernet	Service Provider T	Lenovo	China	128,000	2,155.99	4,300.80	7,155,456	Xeon Silver 4110 8C 2.1GHz	Linux	Linux	None	8	Xeon Silver	Asia
368		Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, 10G Ethernet	Internet Company	Sugon	China	121,920	2,152.00	8,973.31	6,472,000	Xeon Gold 5118 12C 2.3GHz	Linux	Linux	None	12	Xeon Gold	Asia
369	Hercules	PowerEdge C6520, Xeon Platinum 8380 40C 2.3GHz, Infiniband NDR	Mississippi State University	DELL EMC	United States	40,960	2,136.34	3,014.66	5,687,424	Xeon Platinum 8380 40C 2.3GHz	Linux	Linux	None	40	Xeon® Platinum 83xx (Ice Lake)	North America
370	Phoenix - 2022	ThinkSystem SR670 V2, Xeon Platinum 8360Y 36C 2.4GHz, NVIDIA A100, Infiniband HDR	University of Adelaide	Lenovo	Australia	20,160	2,134.00	3,341.18	905,472	Xeon Platinum 8360Y 36C 2.4GHz	Linux	Linux	NVIDIA A100	36	Xeon® Platinum 83xx (Ice Lake)	Oceania
371	Betty	Cray CS500, AMD EPYC 7542 32C 2.9GHz, InfiniBand HDR100	US Army Research Laboratory (ARL)	HPE	United States	94,976	2,133.00	4,406.89	4,081,920	AMD EPYC 7542 32C 2.9GHz	RHEL 7.7	Linux	None	32	AMD Rome	North America
372	HSUper	Megware D50TNP, Xeon Platinum 8360Y 36C 2.4GHz, InfiniBand HDR100	Helmut-Schmidt-Universität/Universität der Bundeswehr Hamburg	MEGWARE	Germany	41,832	2,129.92	3,212.70	3,417,984	Xeon Platinum 8360Y 36C 2.4GHz	AlmaLinux 8.5	Linux	None	36	Xeon® Platinum 83xx (Ice Lake)	Europe
373		ThinkSystem SR650, Xeon Gold 5218 16C 2.3GHz, 10G Ethernet	DJIT Company	Lenovo	China	96,640	2,129.54	7,112.70	7,614,720	Xeon Gold 5218 16C 2.3GHz	Linux	Linux	None	16	Xeon Gold	Asia
374	Snellius Phase 1 CPU	ThinkSystem SR645, AMD EPYC 7H12 64C 2.6GHz, InfiniBand HDR100	SURF	Lenovo	Netherlands	73,728	2,127.80	3,067.08	4,092,928	AMD EPYC 7H12 64C 2.6GHz	CentOS Linux 8.4	Linux	None	64	AMD Rome	Europe
375	Setonix	HPE Cray EX, AMD EPYC 7763 64C 2.45GHz, Slingshot-10	Pawsey Supercomputing Centre, Kensington, Western Australia	HPE	Australia	65,536	2,122.03	2,569.01		AMD EPYC 7763 64C 2.45GHz	HPE Cray OS	Linux	None	64	AMD Milan	Oceania
376		INSPUR NF5288M5, Xeon Gold 6148 20C 2.4GHz, NVIDIA Tesla V100, 25G Ethernet	Bank (Z)	Inspur	China	44,200	2,121.00	4,056.00	1,284,000	Xeon Gold 6148 20C 2.4GHz	Linux	Linux	NVIDIA Tesla V100	20	Xeon Gold	Asia
377		Inspur NF5468M5, Xeon Platinum 8163 24C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet	Service Provider T	Inspur	China	44,720	2,121.00	4,056.00	1,284,000	Xeon Platinum 8163 24C 2.5GHz	Linux	Linux	NVIDIA Tesla V100	24	Xeon Platinum	Asia
378		Inspur NF5468M5, Xeon Platinum 8163 24C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet	Service Provider T	Inspur	China	44,720	2,121.00	4,056.00	1,284,000	Xeon Platinum 8163 24C 2.5GHz	Linux	Linux	NVIDIA Tesla V100	24	Xeon Platinum	Asia
379		Inspur NF5468M5, Xeon Platinum 8163 24C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet	Service Provider T	Inspur	China	44,720	2,121.00	4,056.00	1,284,000	Xeon Platinum 8163 24C 2.5GHz	Linux	Linux	NVIDIA Tesla V100	24	Xeon Platinum	Asia
380		Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, NVIDIA Tesla V100, Infiniband EDR	Xinjiang SC Center	Sugon	China	44,720	2,115.00	3,903.43	507,000	Xeon Gold 5118 12C 2.3GHz	CentOS	Linux	NVIDIA Tesla V100	12	Xeon Gold	Asia
381		INSPUR NF5288M5, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 100G Ethernet	Internet Company	Inspur	China	53,760	2,109.00	4,652.03	1,483,000	Xeon Gold 6130 16C 2.1GHz	CentOS	Linux	NVIDIA Tesla V100	16	Xeon Gold	Asia
382	MagicCube3	Sugon TC6000, Xeon Gold 6142 16C 2.6GHz, Intel Omni-Path, NVIDIA Tesla V100	Shanghai Supercomputer Center	Sugon	China	40,960	2,109.00	3,434.09	5,153,000	Xeon Gold 6142 16C 2.6GHz	CentOS	Linux	NVIDIA Tesla V100	16	Xeon Gold	Asia
383	I1	Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	50,000	2,094.00	4,000.00	4,899,072	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold	Asia
384	ATERUI II 	Cray XC50, Xeon Gold 6148 20C 2.4GHz, Aries interconnect 	National Astronomical Observatory of Japan	HPE	Japan	40,000	2,089.98	3,072.00	4,915,200	Xeon Gold 6148 20C 2.4GHz	Cray Linux Environment 	Linux	None	20	Xeon Gold	Asia
385	Greene	ThinkSystem SR650, Xeon Gold 6240 18C 2.6GHz, Infiniband HDR	New York University	Lenovo	United States	32,796	2,088.83	3,042.43	3,846,912	Xeon Platinum 8268 24C 2.9GHz	Linux	Linux	None	24	Xeon Platinum 82xx (Cascade Lake)	North America
386	A15A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MAU	Lenovo	Australia	61,440	2,087.50	4,128.77	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Oceania
387	A16A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MBZ	Lenovo	Brazil	61,440	2,087.50	4,128.77	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	South America
388	NOF1	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MFR	Lenovo	France	61,440	2,087.50	4,128.77	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Europe
389	A14A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MJP	Lenovo	Japan	61,440	2,087.50	4,128.77	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
390	A13A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUK	Lenovo	United Kingdom	61,440	2,087.50	4,128.77	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Europe
391	A13A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	61,440	2,087.50	4,128.77	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
392	NO5	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	61,440	2,087.50	4,128.77	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
393	A13A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	61,440	2,087.50	4,128.77	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
394		Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, NVIDIA Tesla V100, 25G Ethernet	Internet Service U	Sugon	China	44,032	2,087.00	3,843.38	503,000	Xeon Gold 5118 12C 2.3GHz	CentOS	Linux	NVIDIA Tesla V100	12	Xeon Gold	Asia
395		Inspur NF5468M5, Xeon Platinum 8163 24C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet	Service Provider T	Inspur	China	48,160	2,078.00	4,225.20	1,387,000	Xeon Platinum 8163 24C 2.5GHz	Linux	Linux	NVIDIA Tesla V100	24	Xeon Platinum	Asia
396		Inspur NF5468M5, Xeon Platinum 8163 24C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet	Service Provider T	Inspur	China	48,160	2,078.00	4,225.20	1,387,000	Xeon Platinum 8163 24C 2.5GHz	Linux	Linux	NVIDIA Tesla V100	24	Xeon Platinum	Asia
397		Inspur NF5468M5, Xeon Platinum 8163 24C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet	Service Provider T	Inspur	China	48,160	2,078.00	4,225.20	1,387,000	Xeon Platinum 8163 24C 2.5GHz	Linux	Linux	NVIDIA Tesla V100	24	Xeon Platinum	Asia
398	Cannon	ThinkSystem SD650, Xeon Platinum 8268 24C 2.9GHz, InfiniBand HDR100	Harvard University	Lenovo	United States	32,160	2,076.89	2,984.45	3,894,144	Xeon Platinum 8268 24C 2.9GHz	Linux	Linux	None	24	Xeon Platinum 82xx (Cascade Lake)	North America
399		Inspur NF5468M5, Xeon Gold 5118 12C 2.3GHz, NVIDIA Tesla V100, 10G Ethernet	Telecom Company	Inspur	China	59,760	2,075.00	5,245.78	1,573,000	Xeon Gold 5118 12C 2.3GHz	CentOS	Linux	NVIDIA Tesla V100	12	Xeon Gold	Asia
400	JD I1	ThinkSystem SR650, Xeon Gold 6148 20C 2.4GHz, 10G Ethernet	Internet Company	Lenovo	China	52,320	2,074.04	4,018.18	5,011,200	Xeon Gold 6148 20C 2.4GHz	Linux	Linux	None	20	Xeon Gold	Asia
401	Tianhe-2 LvLiang Solution	Tianhe-2 LvLiang, Intel Xeon E5-2692v2 12C 2.2GHz, TH Express-2, Intel Xeon Phi 31S1P	LvLiang Cloud Computing Center	NUDT	China	174,720	2,071.39	3,074.53	2,366,976	Intel Xeon E5-2692v2 12C 2.2GHz	Kylin Linux	Linux	Intel Xeon Phi 31S1P	12	Intel Xeon E5 (IvyBridge)	Asia
402	Grace-GPU	PowerEdge R740, Xeon Gold 6248R 24C 3GHz, NVIDIA A100 40GB, InfiniBand HDR 100	Texas A&M University	DELL EMC	United States	26,400	2,063.00	3,900.00	999,424	Xeon Gold 6248R 24C 3GHz	CentOS	Linux	NVIDIA A100 40GB	24	Xeon Gold 62xx (Cascade Lake)	North America
403		ThinkSystem SR650, Xeon Gold 6142 16C 2.6GHz, NVIDIA Tesla V100, Infiniband EDR	Government	Lenovo	China	44,160	2,059.88	3,862.25	2,101,248	Xeon Gold 6142 16C 2.6GHz	Linux	Linux	NVIDIA Tesla V100	16	Xeon Gold	Asia
404		ThinkSystem SR650, Xeon Gold 6248 20C 2.5GHz, 10G Ethernet	DJIT Company	Lenovo	China	49,200	2,045.93	3,936.00	4,859,520	Xeon Gold 6248 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold 62xx (Cascade Lake)	Asia
405	Henri	Lenovo ThinkSystem SR670 V2, Intel Xeon Platinum 8362 2800Mhz (32C), NVIDIA H100 80GB PCIe, Infiniband HDR	Flatiron Institute	Lenovo	United States	5,920	2,038.00	5,417.34	870,400	Intel Xeon Platinum 8362 32C 2.8GHz	Linux	Linux	NVIDIA H100 80GB PCIe	32	Xeon® Platinum 83xx (Ice Lake)	North America
406	A15A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	59,904	2,035.31	4,025.55	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
407		INSPUR NF5288M5, Xeon Gold 6148 20C 2.4GHz, NVIDIA Tesla V100, 10G Ethernet	Internet Service (B)	Inspur	China	53,040	2,028.00	4,648.18	1,464,000	Xeon Gold 6148 20C 2.4GHz	Linux	Linux	NVIDIA Tesla V100	20	Xeon Gold	Asia
408		INSPUR NF5288M5, Xeon Gold 6148 20C 2.4GHz, NVIDIA Tesla V100, 10G Ethernet	Internet Service (B)	Inspur	China	53,040	2,028.00	4,648.18	1,464,000	Xeon Gold 6148 20C 2.4GHz	Linux	Linux	NVIDIA Tesla V100	20	Xeon Gold	Asia
409		ThinkSystem HR650X, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	48,000	2,027.52	3,840.00	4,800,000	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold	Asia
410		Sugon TC6000, Xeon Gold 6140 18C 2.3GHz, 10G Ethernet	Telecom Company	Sugon	China	55,440	2,026.00	4,080.38	3,564,000	Xeon Gold 6140 18C 2.3GHz	CentOS	Linux	None	18	Xeon Gold	Asia
411		Inspur NF5468M5, Xeon Gold 5120 14C 2.2GHz, NVIDIA Tesla V100, 10G Ethernet	Bank I	Inspur	China	48,880	2,016.00	44,982.27	1,337,000	Xeon Gold 5120 14C 2.2GHz	Linux	Linux	NVIDIA Tesla V100	14	Xeon Gold	Asia
412	TX-Green2	PowerEdge C6420, Xeon Platinum 8260 24C 2.4GHz, 25G Ethernet	MIT Lincoln Laboratory Supercomputing Center	ACTION	United States	43,200	2,015.00	53,084.16	3,970,560	Xeon Platinum 8260 24C 2.4GHz	Ubuntu	Linux	None	24	Xeon Platinum 82xx (Cascade Lake)	North America
413	J1	Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	48,000	2,014.46	3,840.00	4,800,000	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold	Asia
414		Inspur NF5468M5, Xeon Platinum 8260M 24C 2.4GHz, NVIDIA Tesla V100, 100G Ethernet	Internet Company	Inspur	China	41,280	2,011.00	3,744.00	1,284,000	Xeon Platinum 8260M 24C 2.4GHz	Linux	Linux	NVIDIA Tesla V100	24	Xeon Platinum 82xx (Cascade Lake)	Asia
415		Inspur NF5468M5, Xeon Gold 6230 20C 2.1GHz, NVIDIA Tesla V100, 25G Ethernet	Manufacturing Company (V)	Inspur	China	40,800	2,011.00	3,744.00	1,284,000	Xeon Gold 6230 20C 2.1GHz	Linux	Linux	NVIDIA Tesla V100	20	Xeon Gold 62xx (Cascade Lake)	Asia
416		Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, 10G Ethernet	Internet Company	Sugon	China	110,880	2,007.00	8,160.77	6,172,000	Xeon Gold 5118 12C 2.3GHz	Linux	Linux	None	12	Xeon Gold	Asia
417		Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, NVIDIA Tesla V100, 25G Ethernet	Internet Company	Sugon	China	42,312	2,003.00	3,693.54	493,000	Xeon Gold 5118 12C 2.3GHz	CentOS	Linux	NVIDIA Tesla V100	12	Xeon Gold	Asia
418	Koehr	HPE SGI 8600, Xeon Platinum 8168 24C 2.7GHz, Intel Omni-Path	Navy DSRC	HPE	United States	34,560	2,001.99	2,985.98	3,870,720	Xeon Platinum 8168 24C 2.7GHz	Red Hat Enterprise Linux	Linux	None	24	Xeon Platinum	North America
419	Gaffney	HPE SGI 8600, Xeon Platinum 8168 24C 2.7GHz, Intel Omni-Path	Navy DSRC	HPE	United States	34,560	2,001.99	2,985.98	3,870,720	Xeon Platinum 8168 24C 2.7GHz	Red Hat Enterprise Linux	Linux	None	24	Xeon Platinum	North America
420	Grand Chariot	PRIMERGY CX2550 M4 M4, Xeon Gold 6148 20C 2.4GHz, Intel Omni-Path	Information Initiative Center, Hokkaido University	Fujitsu	Japan	39,760	2,000.00	3,053.57	5,752,696	Xeon Gold 6148 20C 2.4GHz	Linux	Linux	None	20	Xeon Gold	Asia
421	TTSystem	Sugon TC6000, Xeon E5-2630v4 10C 2.2GHz, 10G Ethernet	Internet Service (B)	Sugon	China	116,600	1,997.00	4,104.32	8,069,000	Xeon E5-2630v4 10C 2.2GHz	CentOS	Linux	None	10	Intel Xeon E5 (Broadwell)	Asia
422		Sugon TC6000, Xeon Gold 6148 20C 2.4GHz, Infiniband EDR	Chengdu SC Center	Sugon	China	520,000	1,985.00	39,936.00	3,274,000	Xeon Gold 6148 20C 2.4GHz	CentOS	Linux	None	20	Xeon Gold	Asia
423	K1	Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	47,200	1,983.15	3,776.00	4,759,680	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold	Asia
424	Gaïa	Bull intel Cluster, Xeon Gold 6140 18C 2.3GHz, Intel Omni-Path	EDF	Atos	France	41,472	1,980.53	3,052.34	4,451,328	Xeon Gold 6140 18C 2.3GHz	Calibre OS	Linux	None	18	Xeon Gold	Europe
425	HKVDPSystem	Sugon TC6000, Xeon E5-2620v4 8C 2.1GHz, 10G Ethernet	IT Service Provider	Sugon	China	121,920	1,979.00	4,096.51	6,769,000	Xeon E5-2620v4 8C 2.1GHz	Linux	Linux	None	8	Intel Xeon E5 (Broadwell)	Asia
426	HKVDPSystem	Sugon TC6000, Xeon E5-2620v4 8C 2.1GHz, 10G Ethernet	Internet Company	Sugon	China	121,920	1,979.00	4,096.51	6,769,000	Xeon E5-2620v4 8C 2.1GHz	Linux	Linux	None	8	Intel Xeon E5 (Broadwell)	Asia
427	bsystem	Sugon TC6000, Xeon Gold 6130 16C 2.1GHz, 25G Ethernet	Internet Company	Sugon	China	60,800	1,976.00	4,085.76	4,848,000	Xeon Gold 6130 16C 2.1GHz	CentOS	Linux	None	16	Xeon Gold	Asia
428		ThinkSystem SR590, Xeon Gold 5218 16C 2.3GHz, 10G Ethernet	DJIT Company	Lenovo	China	89,600	1,975.07	6,594.56	7,332,096	Xeon Gold 5218 16C 2.3GHz	Linux	Linux	None	16	Xeon Gold	Asia
429		Inspur NF5468M5, Xeon Gold 6146 12C 3.2GHz, NVIDIA Tesla V100, Infiniband EDR	Internet Service (S)	Inspur	China	45,152	1,975.00	4,010.48	1,367,000	Xeon Gold 6146 12C 3.2GHz	Linux	Linux	NVIDIA Tesla V100	12	Xeon Gold	Asia
430		Inspur NF5468M5, Xeon Gold 6146 12C 3.2GHz, NVIDIA Tesla V100, 25G Ethernet	Service Provider T	Inspur	China	45,152	1,975.00	4,010.48	1,367,000	Xeon Gold 6146 12C 3.2GHz	Linux	Linux	NVIDIA Tesla V100	12	Xeon Gold	Asia
431		Inspur NF5468M5, Xeon Gold 6146 12C 3.2GHz, NVIDIA Tesla V100, 25G Ethernet	Service Provider T	Inspur	China	45,152	1,975.00	4,010.48	1,367,000	Xeon Gold 6146 12C 3.2GHz	Linux	Linux	NVIDIA Tesla V100	12	Xeon Gold	Asia
432	B3A	ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet	Software Company MIR	Lenovo	Ireland	44,800	1,969.81	3,870.72	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	Europe
433		ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	44,800	1,969.81	3,870.72	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	North America
434	Mogon II	NEC Cluster, Xeon Gold 6130 16C 2.1GHz, MEGWARE MiriQuid Xeon E5-2630v4, Intel Omni-Path	Universitaet Mainz	NEC/MEGWARE	Germany	49,432	1,967.81	2,800.87	3,179,520	Xeon Gold 6130 16C 2.1GHz	CentOS	Linux	None	16	Xeon Gold	Europe
435	Biowulf	Apollo 2000 Gen 8/9, Xeon E5-2680v4/E5-2695v3 14C 2.4GHz, Infiniband FDR	National Institutes of Health (NIH)	HPE	United States	66,304	1,966.08	2,491.37	4,260,672	Xeon E5-2680v4 14C 2.4GHz	Linux	Linux	None	14	Intel Xeon E5 (Broadwell)	North America
436		Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, 25G Ethernet, NVIDIA Tesla V100	Energy Company	Sugon	China	41,280	1,963.00	3,603.46	487,000	Xeon Gold 5118 12C 2.3GHz	CentOS	Linux	NVIDIA Tesla V100	12	Xeon Gold	Asia
437		Sugon TC6000, Xeon Gold 6132 14C 2.6GHz, 25G Ethernet	Telecom Company	Sugon	China	47,600	1,955.00	3,960.32	3,744,000	Xeon Gold 6132 14C 2.6GHz	CentOS	Linux	None	14	Xeon Gold	Asia
438	NA-J2	ZettaScaler3.0, AMD  EPYC 7702P 64C 1.5GHz, PEZY-SC3, Infiniband EDR	NA Simulation	PEZY Computing / Exascaler Inc.	Japan	1,151,360	1,952.46	2,931.81	1,769,472	AMD  EPYC 7702P 64C 1.5GHz	CentOS	Linux	PEZY-SC3	64	AMD Rome	Asia
439		Sugon TC6000, Xeon Gold 6140 18C 2.3GHz, 10G Ethernet	State Grid Corp	Sugon	China	53,280	1,952.00	3,921.41	3,494,000	Xeon Gold 6140 18C 2.3GHz	CentOS	Linux	None	18	Xeon Gold	Asia
440	Alvis	ThinkSystem SD650-N V2, Xeon 6338 32C 2GHz, NVIDIA A100, Infiniband HDR	Research Company C	Lenovo	Sweden	41,664	1,937.40	3,603.26	1,959,552	Xeon 6338 32C 2GHz	Linux	Linux	NVIDIA A100	32	Xeon Gold	Europe
441		Sugon TC6000, Xeon Gold 6130 16C 2.1GHz, 25G Ethernet	IT Service Provider	Sugon	China	58,112	1,934.00	3,905.13	3,870,000	Xeon Gold 6130 16C 2.1GHz	CentOS	Linux	None	16	Xeon Gold	Asia
442	RE1	ThinkSystem SD650-N V2, Xeon Platinum 8358 32C 2.6GHz, NVIDIA A100 80GB​, Infiniband HDR	Flatiron Institute	Lenovo	United States	17,856	1,931.00	2,999.69	1,193,760	Xeon Platinum 8358 32C 2.6GHz	Linux	Linux	NVIDIA A100 80GB​	32	Xeon® Platinum 83xx (Ice Lake)	North America
