Rank	Name	Computer	Site	Manufacturer	Country	Total Cores	Rmax [TFlop/s]	Rpeak [TFlop/s]	Nmax	Processor	Operating System	OS Family	Accelerator/Co-Processor	Cores per Socket	Processor Generation	Continent
388	B2C	ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	53,760	2,363.77	4,644.86	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	North America
389	B2A	ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	53,760	2,363.77	4,644.86	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	North America
390	NOG1	ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, Broadcom	Software Company MGER	Lenovo	Germany	53,760	2,363.76	4,644.86	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	Europe
391	NON1	ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, Broadcom	Software Company MNED	Lenovo	Netherlands	53,760	2,363.76	4,644.86	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	Europe
392	NOUK1	ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, Broadcom	Software Company MUK	Lenovo	United Kingdom	53,760	2,363.76	4,644.86	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	Europe
393	NVIDIA DGX SuperPOD	NVIDIA DGX A100, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100, Mellanox HDR Infiniband	NVIDIA Corporation	Nvidia	United States	19,840	2,356.00	2,812.80	1,262,888	AMD EPYC 7742 64C 2.25GHz	Ubuntu 20.04.1 LTS	Linux	NVIDIA A100	64	AMD Zen-2 (Rome)	North America
394	ZZ1	ThinkSystem HR630X, Xeon Silver 4110 8C 2.1GHz, 10G Ethernet	Service Provider T	Lenovo	China	153,600	2,354.91	10,321.92	11,085,312	Xeon Silver 4110 8C 2.1GHz	Linux	Linux	None	8	Xeon Silver (Skylake)	Asia
395	A12A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MIR	Lenovo	Ireland	69,120	2,348.44	4,644.86	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Europe
396	A11A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MIR	Lenovo	Ireland	69,120	2,348.44	4,644.86	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Europe
397	A17A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MNY	Lenovo	Norway	69,120	2,348.44	4,644.86	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Europe
398	A17A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MSW	Lenovo	Switzerland	69,120	2,348.44	4,644.86	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Europe
399	UK2	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUK	Lenovo	United Kingdom	69,120	2,348.44	4,644.86	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Europe
400	UK1	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUK	Lenovo	United Kingdom	69,120	2,348.44	4,644.86	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Europe
401	B1B	ThinkSystem C2397, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	69,120	2,348.44	4,644.86	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
402	A10A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	69,120	2,348.44	4,644.86	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
403	A4A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	69,120	2,348.44	4,644.86	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
404	Ares	CH121L V5 Liquid-Cooled, Xeon Platinum 8268 24C 2.9GHz, Infiniband EDR	Cyfronet	Huawei	Poland	37,824	2,338.79	3,510.07	4,157,568	Xeon Platinum 8268 24C 2.9GHz	CentOS	Linux	None	24	Xeon Platinum 82xx (Cascade Lake)	Europe
405		Inspur NF5468M5, Xeon 8260M 24C 2.4GHz, NVIDIA Tesla V100, 100G Ethernet	Internet Company	Inspur	China	48,160	2,336.00	4,368.00	1,387,000	Xeon Platinum 8260M 24C 2.4GHz	Linux	Linux	NVIDIA Tesla V100	24	Xeon Platinum 82xx (Cascade Lake)	Asia
406		Inspur NF5468M5, Xeon 8260M 24C 2.4GHz, NVIDIA Tesla V100, 100G Ethernet	Internet Company	Inspur	China	48,160	2,336.00	4,368.00	1,387,000	Xeon Platinum 8260M 24C 2.4GHz	Linux	Linux	NVIDIA Tesla V100	24	Xeon Platinum 82xx (Cascade Lake)	Asia
407	HoreKa-Blue	ThinkSystem SD650 V2, Xeon Platinum 8368 38C 2.4GHz, Mellanox HDR Infiniband	Karlsruher Institut für Technologie (KIT) 	Lenovo	Germany	45,752	2,333.51	3,513.75	2,764,800	Xeon Platinum 8368 38C 2.4GHz	Linux	Linux	None	38	Xeon Platinum 83xx (Ice Lake)	Europe
408		Inspur NF5468M5, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 25G Ethernet	Internet Service P	Inspur	China	53,760	2,329.00	4,480.00	1,483,000	Xeon Gold 6130 16C 2.1GHz	Linux	Linux	NVIDIA Tesla V100	16	Xeon Gold (Skylake)	Asia
409		Inspur NF5468M5, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 25G Ethernet	Internet Service P	Inspur	China	53,760	2,329.00	4,480.00	1,483,000	Xeon Gold 6130 16C 2.1GHz	Linux	Linux	NVIDIA Tesla V100	16	Xeon Gold (Skylake)	Asia
410		Inspur NF5468M5, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 25G Ethernet	Internet Service P	Inspur	China	53,760	2,329.00	4,480.00	1,483,000	Xeon Gold 6130 16C 2.1GHz	Linux	Linux	NVIDIA Tesla V100	16	Xeon Gold (Skylake)	Asia
411	Makman-3	PowerEdge R440/C6320p, Intel Xeon Phi 7250/Xeon Gold 6130 16C 2.1GHz, Intel Omni-Path	Saudi Aramco	DELL EMC	Saudi Arabia	53,300	2,322.46	3,581.76	4,171,000	Xeon Gold 6130 16C 2.1GHz	RHEL 7.4	Linux	None	16	Xeon Gold (Skylake)	Asia
412	Champollion	Apollo 6500, AMD EPYC 7763 64C 2.45GHz, NVIDIA A100 SXM4 80 GB, Mellanox HDR Infiniband	Hewlett Packard Enterprise	HPE	France	19,840	2,321.00	2,522.27	1,300,480	AMD EPYC 7763 64C 2.45GHz	RHEL 8.4	Linux	NVIDIA A100 SXM4 80 GB	64	AMD Zen-3 (Milan)	Europe
413	F1	Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	56,000	2,317.95	4,480.00	5,184,768	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold (Skylake)	Asia
414		Inspur TS10000 HPC Server, Xeon Gold 6226R 16C 2.9GHz, NVIDIA Tesla V100, 25G Ethernet	Energy Company B	Inspur	China	49,920	2,316.00	4,412.10	1,337,000	Xeon Gold 6226R 16C 2.9GHz	Linux	Linux	NVIDIA Tesla V100	16	Xeon Gold 62xx (Cascade Lake)	Asia
415		ThinkSystem SR590, Xeon Gold 5218 16C 2.3GHz, 10G Ethernet	Service Provider T	Lenovo	China	108,800	2,314.21	4,003.84	8,079,744	Xeon Gold 5218 16C 2.3GHz	Linux	Linux	None	16	Xeon Gold (Skylake)	Asia
416	VSC-5	MEGWARE SLIDESX, AMD EPYC 7713 64C 2GHz, Infiniband HDR	Vienna Scientific Cluster	MEGWARE	Austria	95,232	2,312.30	3,047.42	6,451,200	AMD EPYC 7713 64C 2GHz	AlmaLinux 8.5	Linux	None	64	AMD Zen-3 (Milan)	Europe
417	Taiwania 3	QCT QuantaPlex T42D-2U/4N, Xeon Platinum 8280 28C 2.7GHz, InfiniBand HDR 100	National Center for High Performance Computing	Quanta Computer / Taiwan Fixed Network / ASUS Cloud	Taiwan	50,400	2,297.56	4,354.56	4,354,560	Xeon Platinum 8280 28C 2.7GHz	CentOS	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	Asia
418	Longhorn	IBM Power System AC922, IBM POWER9 20C 3.6GHz, NVIDIA Tesla V100 SXM2, Infiniband EDR	Texas Advanced Computing Center/Univ. of Texas	IBM	United States	37,440	2,288.00	2,867.41	1,677,312	IBM POWER9 20C 3.6GHz	Redhat Linux	Linux	NVIDIA Tesla V100 SXM2	20	IBM POWER9	North America
419	Wilkes-3	PowerEdge XE8545, AMD EPYC 7763 64C 2.45GHz, NVIDIA A100 80GB​, Infiniband HDR200 dual rail	University of Cambridge	DELL EMC	United Kingdom	26,880	2,287.00	6,641.41	1,345,248	AMD EPYC 7763 64C 2.45GHz	CentOS	Linux	NVIDIA Tesla A100 80G	64	AMD Zen-3 (Milan)	Europe
420		Inspur TS10000, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 25G Ethernet	Internet Service P	Inspur	China	55,104	2,287.00	4,890.00	1,049,000	Xeon Gold 6130 16C 2.1GHz	CentOS	Linux	NVIDIA Tesla V100	16	Xeon Gold (Skylake)	Asia
421	MeluXina - Cluster Module	BullSequana XH2000, AMD EPYC 7H12 64C 2.6GHz, Mellanox HDR200 InfiniBand/ParTec ParaStation ClusterSuite	LuxProvide	EVIDEN	Luxembourg	73,344	2,286.56	3,003.18	5,568,192	AMD EPYC 7H12 64C 2.6GHz	RHEL compatible	Linux	None	64	AMD Zen-2 (Rome)	Europe
422		Inspur NF5468M5, Xeon Gold 6240 18C 2.6GHz, NVIDIA Tesla V100, 25G Ethernet	Telecom Operator (C)	Inspur	China	47,320	2,282.00	4,368.00	1,387,000	Xeon Gold 6240 18C 2.6GHz	Linux	Linux	NVIDIA Tesla V100	18	Xeon Gold 62xx (Cascade Lake)	Asia
423		Inspur NF5468M5, Xeon Gold 6240 18C 2.6GHz, NVIDIA Tesla V100, 25G Ethernet	Telecom Operator (C)	Inspur	China	47,320	2,282.00	4,368.00	1,387,000	Xeon Gold 6240 18C 2.6GHz	Linux	Linux	NVIDIA Tesla V100	18	Xeon Gold 62xx (Cascade Lake)	Asia
424		Inspur NF5468M5, Xeon Gold 6240 18C 2.6GHz, NVIDIA Tesla V100, 25G Ethernet	Telecom Operator (C)	Inspur	China	47,320	2,282.00	4,368.00	1,387,000	Xeon Gold 6240 18C 2.6GHz	Linux	Linux	NVIDIA Tesla V100	18	Xeon Gold 62xx (Cascade Lake)	Asia
425		Inspur NF5468M5, Xeon Gold 6240 18C 2.6GHz, NVIDIA Tesla V100, 25G Ethernet	Telecom Operator (C)	Inspur	China	47,320	2,282.00	4,368.00	1,387,000	Xeon Gold 6240 18C 2.6GHz	Linux	Linux	NVIDIA Tesla V100	18	Xeon Gold 62xx (Cascade Lake)	Asia
426	Béluga	Dell EMC PowerEdge R640, Xeon Gold 6148 20C 2.4GHz, NVIDIA Tesla V100, Infiniband EDR	Calcul Québec/Compute Canada	DELL EMC	Canada	72,480	2,278.00	7,494.78	2,959,104	Xeon Gold 6148 20C 2.4GHz	CentOS	Linux	NVIDIA Tesla V100	20	Xeon Gold (Skylake)	North America
427		Inspur TS10000 HPC Server, Xeon Gold 6240 18C 2.6GHz, NVIDIA Tesla V100, InfiniBand HDR 100	Research Laboratory H	Inspur	China	40,560	2,276.00	3,923.71	1,284,000	Xeon Gold 6240 18C 2.6GHz	Linux	Linux	NVIDIA Tesla V100	18	Xeon Gold 62xx (Cascade Lake)	Asia
428		Inspur TS10000 HPC Server, Xeon Gold 6230 20C 2.1GHz, NVIDIA Tesla V100, Infiniband HDR	AI company J	Inspur	China	40,800	2,275.00	3,905.28	1,284,000	Xeon Gold 6230 20C 2.1GHz	Linux	Linux	NVIDIA Tesla V100	20	Xeon Gold 62xx (Cascade Lake)	Asia
429	SSC-21 Scalable Module	Apollo 6500 Gen10 plus, AMD  EPYC 7543 32C 2.8GHz, NVIDIA A100 80GB​, Infiniband HDR200	Samsung Electronics	HPE	South Korea	16,704	2,274.10	2,597.82	1,190,000	AMD  EPYC 7543 32C 2.8GHz	RHEL 8.3	Linux	NVIDIA Tesla A100 80G	32	AMD Zen-3 (Milan)	Asia
430	Sol	PowerEdge XE8545, AMD EPYC 7413 24C 2.65GHz, NVIDIA A100 SXM4 80 GB, MT28908 ConnectX-6 200 Gib/s	Arizona State University	DELL EMC	United States	41,856	2,272.00	3,316.00	1,469,440	AMD EPYC 7713 64C 2GHz	Rocky Linux 8	Linux	NVIDIA A100 SXM4 80 GB	64	AMD Zen-3 (Milan)	North America
431	Cumulus	PowerEdge C6420/C6320, Intel Xeon Phi 7210/Xeon Gold 6142F 16C 2.6GHz, Intel Omni-Path	University of Cambridge	DELL EMC	United Kingdom	50,176	2,271.38	2,688.00	3,928,320	Xeon Gold 6142F 16C 2.6GHz	Scientific Linux	Linux	None	16	Xeon Gold (Skylake)	Europe
432	CEA-HFi	BullSequana XH2000, AMD EPYC 7763 64C 2.45GHz, Atos BXI V2	Commissariat a l'Energie Atomique (CEA)	EVIDEN	France	73,728	2,262.00	2,890.14	3,538,944	AMD EPYC 7763 64C 2.45GHz	Linux	Linux	None	64	AMD Zen-3 (Milan)	Europe
433	MTS GROM	NVIDIA DGX A100, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100 40GB, Infiniband	#CloudMTS	Nvidia	Russia	19,840	2,258.00	3,011.84	915,840	AMD EPYC 7742 64C 2.25GHz	Ubuntu 20.04.1 LTS	Linux	NVIDIA Tesla A100 40G	64	AMD Zen-2 (Rome)	Europe
434	Tethys	NVIDIA DGX A100 Liquid Cooled Prototype, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100 80GB​, Infiniband HDR	NVIDIA Corporation	Nvidia	United States	19,840	2,255.00	2,680.00	1,265,664	AMD EPYC 7742 64C 2.25GHz	Ubuntu 20.04.1 LTS	Linux	NVIDIA Tesla A100 80G	64	AMD Zen-2 (Rome)	North America
435	Makman-2	Dell PowerEdge R630, Xeon E5-2680v3 12C 2.5GHz, Infiniband QDR	Saudi Aramco	DELL EMC	Saudi Arabia	76,032	2,249.68	3,041.28	4,460,544	Xeon E5-2680v3 12C 2.5GHz	Redhat Enterprise Linux 6.5	Linux	None	12	Intel Xeon E5 (Haswell)	Asia
436	G1	Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	54,000	2,242.94	4,320.00	5,091,072	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold (Skylake)	Asia
437		ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet	Service Provider T	Lenovo	China	57,600	2,241.88	4,608.00	4,800,000	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
438	Alex6	EVIDEN BullSequana XH2000, AMD EPYC 7763 64C 2.45GHz, NVIDIA A100 SXM4 40 GB, Quad-rail EVIDEN BXI	Atos	EVIDEN	France	26,880	2,223.00	3,984.84	984,384	AMD EPYC 7763 64C 2.45GHz	Linux	Linux	NVIDIA A100 SXM4 40 GB	64	AMD Zen-3 (Milan)	Europe
439	UltraViolet	PowerEdge R750XA Server, AMD EPYC 7402 24C 2.8GHz, NVIDIA H100 80GB PCIe, Mellanox HDR Infiniband	NYU Langone Health	DELL EMC	United States	17,640	2,209.00	4,358.28	1,450,368	AMD EPYC 7402 24C 2.8GHz	Redhat Linux	Linux	NVIDIA H100	24	AMD Zen-2 (Rome)	North America
440		Sugon TC6000, Xeon Gold 6130 16C 2.1GHz, 25G Ethernet	Internet Company	Sugon	China	67,200	2,192.00	4,515.84	5,097,000	Xeon Gold 6130 16C 2.1GHz	CentOS	Linux	None	16	Xeon Gold (Skylake)	Asia
441		Inspur NF5468M5, Xeon Gold 6248 20C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet	Bank G	Inspur	China	50,400	2,189.00	4,816.00	1,387,000	Xeon Gold 6248 20C 2.5GHz	Linux	Linux	NVIDIA Tesla V100	20	Xeon Gold 62xx (Cascade Lake)	Asia
442	MN-3	MN-Core Server, Xeon Platinum 8260M 24C 2.4GHz, Preferred Networks MN-Core, MN-Core DirectConnect	Preferred Networks	Preferred Networks	Japan	1,664	2,179.60	3,347.58	720,896	Xeon Platinum 8260M 24C 2.4GHz	Ubuntu	Linux	Preferred Networks MN-Core	24	Xeon Platinum 82xx (Cascade Lake)	Asia
443	Rockfish	ThinkSystem SD530, Xeon Gold 6248R 24C 3GHz, Infiniband HDR	Johns Hopkins University	Lenovo	United States	37,392	2,175.00	3,589.63	4,038,528	Xeon Gold 6248R 24C 3GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
444	B4A	ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet	Software Company MGER	Lenovo	Germany	49,280	2,166.79	4,257.79	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	Europe
445		ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	49,280	2,166.79	4,257.79	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	North America
446		ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	49,280	2,166.79	4,257.79	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	North America
447	H1	Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	52,000	2,166.52	4,160.00	4,995,840	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold (Skylake)	Asia
448		Inspur NF5468M5, Xeon Gold 6146 12C 3.2GHz, NVIDIA Tesla V100, Infiniband EDR	Internet Service (S)	Inspur	China	49,800	2,164.00	4,423.68	1,436,000	Xeon Gold 6146 12C 3.2GHz	Linux	Linux	NVIDIA Tesla V100	12	Xeon Gold (Skylake)	Asia
449		Inspur NF5468M5, Xeon Gold 6146 12C 3.2GHz, NVIDIA Tesla V100, Infiniband EDR	Internet Service (S)	Inspur	China	49,800	2,164.00	4,423.68	1,436,000	Xeon Gold 6146 12C 3.2GHz	Linux	Linux	NVIDIA Tesla V100	12	Xeon Gold (Skylake)	Asia
450		Inspur NF5468M5, Xeon Gold 6146 12C 3.2GHz, NVIDIA Tesla V100, Infiniband EDR	Internet Service (S)	Inspur	China	49,800	2,164.00	4,423.68	1,436,000	Xeon Gold 6146 12C 3.2GHz	Linux	Linux	NVIDIA Tesla V100	12	Xeon Gold (Skylake)	Asia
451		ThinkSystem HR630X, Xeon Silver 4110 8C 2.1GHz, 10G Ethernet	Service Provider T	Lenovo	China	128,000	2,155.99	4,300.80	7,155,456	Xeon Silver 4110 8C 2.1GHz	Linux	Linux	None	8	Xeon Silver (Skylake)	Asia
452		Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, 10G Ethernet	Internet Company	Sugon	China	121,920	2,152.00	8,973.31	6,472,000	Xeon Gold 5118 12C 2.3GHz	Linux	Linux	None	12	Xeon Gold (Skylake)	Asia
453	Lise GPU-X	ThinkSystem SD650-N V2, Xeon Platinum 8360Y 36C 2.4GHz, NVIDIA HGX A100 80GB 500W, Infiniband HDR200	Zuse Institute Berlin	Lenovo	Germany	21,168	2,146.00	3,508.24	1,251,456	Xeon Platinum 8360Y 36C 2.4GHz	Rocky Linux 8.6	Linux	NVIDIA HGX A100 80GB 500W	36	Xeon Platinum 83xx (Ice Lake)	Europe
454	Spartan GPU Partitions	PowerEdge R750XA, Xeon Gold 6326 16C 2.9GHz, NVIDIA Tesla A100 80G, 100G Ethernet	The University of Melbourne	DELL EMC	Australia	33,408	2,140.00	3,007.41	1,931,264	Xeon Gold 6326 16C 2.9GHz	RHEL 9.2	Linux	NVIDIA Tesla A100 80G	16	Xeon Gold 63xx (Ice Lake)	Oceania
455	Hercules	PowerEdge C6520, Xeon Platinum 8380 40C 2.3GHz, Infiniband NDR	Mississippi State University	DELL EMC	United States	40,960	2,136.34	3,014.66	5,687,424	Xeon Platinum 8380 40C 2.3GHz	Linux	Linux	None	40	Xeon Platinum 83xx (Ice Lake)	North America
456	Phoenix - 2022	ThinkSystem SR670 V2, Xeon Platinum 8360Y 36C 2.4GHz, NVIDIA A100, Infiniband HDR	University of Adelaide	Lenovo	Australia	20,160	2,134.00	3,341.18	905,472	Xeon Platinum 8360Y 36C 2.4GHz	Linux	Linux	NVIDIA A100	36	Xeon Platinum 83xx (Ice Lake)	Oceania
457	Betty	Cray CS500, AMD EPYC 7542 32C 2.9GHz, InfiniBand HDR100	US Army Research Laboratory (ARL)	HPE	United States	94,976	2,133.00	4,406.89	4,081,920	AMD EPYC 7542 32C 2.9GHz	RHEL 7.7	Linux	None	32	AMD Zen-2 (Rome)	North America
458	NA3	Lenovo ThinkSystem SR650 V2, Xeon Platinum 8358 32C 2.6GHz, 100G Ethernet	Software Company	Lenovo	United States	56,448	2,132.20	4,696.47	9,463,000	Xeon Platinum 8358 32C 2.6GHz	Linux	Linux	None	32	Xeon Platinum 83xx (Ice Lake)	North America
459	HSUper	Megware D50TNP, Xeon Platinum 8360Y 36C 2.4GHz, InfiniBand HDR100	Helmut-Schmidt-Universität/Universität der Bundeswehr Hamburg	MEGWARE	Germany	41,832	2,129.92	3,212.70	3,417,984	Xeon Platinum 8360Y 36C 2.4GHz	AlmaLinux 8.5	Linux	None	36	Xeon Platinum 83xx (Ice Lake)	Europe
460		ThinkSystem SR650, Xeon Gold 5218 16C 2.3GHz, 10G Ethernet	DJIT Company	Lenovo	China	96,640	2,129.54	7,112.70	7,614,720	Xeon Gold 5218 16C 2.3GHz	Linux	Linux	None	16	Xeon Gold (Skylake)	Asia
461	Snellius Phase 1 CPU	ThinkSystem SR645, AMD EPYC 7H12 64C 2.6GHz, InfiniBand HDR100	SURF	Lenovo	Netherlands	73,728	2,127.80	3,067.08	4,092,928	AMD EPYC 7H12 64C 2.6GHz	CentOS Linux 8.4	Linux	None	64	AMD Zen-2 (Rome)	Europe
462	Setonix	HPE Cray EX, AMD EPYC 7763 64C 2.45GHz, Slingshot-10	Pawsey Supercomputing Centre, Kensington, Western Australia	HPE	Australia	65,536	2,122.03	2,569.01		AMD EPYC 7763 64C 2.45GHz	HPE Cray OS	Linux	None	64	AMD Zen-3 (Milan)	Oceania
463		INSPUR NF5288M5, Xeon Gold 6148 20C 2.4GHz, NVIDIA Tesla V100, 25G Ethernet	Bank (Z)	Inspur	China	44,200	2,121.00	4,056.00	1,284,000	Xeon Gold 6148 20C 2.4GHz	Linux	Linux	NVIDIA Tesla V100	20	Xeon Gold (Skylake)	Asia
464		Inspur NF5468M5, Xeon Platinum 8163 24C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet	Service Provider T	Inspur	China	44,720	2,121.00	4,056.00	1,284,000	Xeon Platinum 8163 24C 2.5GHz	Linux	Linux	NVIDIA Tesla V100	24	Xeon Platinum (Skylake)	Asia
465		Inspur NF5468M5, Xeon Platinum 8163 24C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet	Service Provider T	Inspur	China	44,720	2,121.00	4,056.00	1,284,000	Xeon Platinum 8163 24C 2.5GHz	Linux	Linux	NVIDIA Tesla V100	24	Xeon Platinum (Skylake)	Asia
466		Inspur NF5468M5, Xeon Platinum 8163 24C 2.5GHz, NVIDIA Tesla V100, 25G Ethernet	Service Provider T	Inspur	China	44,720	2,121.00	4,056.00	1,284,000	Xeon Platinum 8163 24C 2.5GHz	Linux	Linux	NVIDIA Tesla V100	24	Xeon Platinum (Skylake)	Asia
467	Marvin (Scalable GPU Partition)	MEGWARE GPU Server System, AMD EPYC 7713 64C 2GHz, NVIDIA A100 SXM4 80 GB, Infiniband NDR	University of Bonn	MEGWARE	Germany	17,920	2,117.00	2,627.07	1,097,728	AMD EPYC 7713 64C 2GHz	AlmaLinux 9.1	Linux	NVIDIA A100 SXM4 80 GB	64	AMD Zen-3 (Milan)	Europe
468		Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, NVIDIA Tesla V100, Infiniband EDR	Xinjiang SC Center	Sugon	China	44,720	2,115.00	3,903.43	507,000	Xeon Gold 5118 12C 2.3GHz	CentOS	Linux	NVIDIA Tesla V100	12	Xeon Gold (Skylake)	Asia
469		INSPUR NF5288M5, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 100G Ethernet	Internet Company	Inspur	China	53,760	2,109.00	4,652.03	1,483,000	Xeon Gold 6130 16C 2.1GHz	CentOS	Linux	NVIDIA Tesla V100	16	Xeon Gold (Skylake)	Asia
470	MagicCube3	Sugon TC6000, Xeon Gold 6142 16C 2.6GHz, Intel Omni-Path, NVIDIA Tesla V100	Shanghai Supercomputer Center	Sugon	China	40,960	2,109.00	3,434.09	5,153,000	Xeon Gold 6142 16C 2.6GHz	CentOS	Linux	NVIDIA Tesla V100	16	Xeon Gold (Skylake)	Asia
471	I1	Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	50,000	2,094.00	4,000.00	4,899,072	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold (Skylake)	Asia
472	ATERUI II 	Cray XC50, Xeon Gold 6148 20C 2.4GHz, Aries interconnect 	National Astronomical Observatory of Japan	HPE	Japan	40,000	2,089.98	3,072.00	4,915,200	Xeon Gold 6148 20C 2.4GHz	Cray Linux Environment 	Linux	None	20	Xeon Gold (Skylake)	Asia
473	Greene	ThinkSystem SR650, Xeon Gold 6240 18C 2.6GHz, Infiniband HDR	New York University	Lenovo	United States	32,796	2,088.83	3,042.43	3,846,912	Xeon Platinum 8268 24C 2.9GHz	Linux	Linux	None	24	Xeon Platinum 82xx (Cascade Lake)	North America
474	A15A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MAU	Lenovo	Australia	61,440	2,087.50	4,128.77	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Oceania
